Name,Type,Nation,Epoch
"Fairchild-Republic A-10 Thunderbolt II/Warthog","Attack","США","Modern"
"FMA IA-63 Pampa","Attack","Аргентина","Modern"
"HESA Shafaq/Shafagh","Attack","Иран","Modern"
"IAR IAR-93/J-22 Orao","Attack","Румыния","Modern"
"IAR IAR-99 Soim","Attack","Румыния","Modern"
"KAI KT-1 Woongbi","Attack","Турция","Modern"
"KAI T-50/A-50/KTX-2 Golden Eagle","Attack","Корея Южная","Modern"
"Kawasaki T-4","Attack","Япония","Modern"
"Nanchang JL-8/K-8 Karakorum","Attack","Бирма/Мьянма","Modern"
"Pilatus PC-9 Advanced Turbo Trainer","Attack","Австралия","Modern"
"PZL I-22 Iryda","Attack","Польша","Modern"
"PZL PZL-230 Skorpion","Attack","Польша","Modern"
"SIAI-Marchetti S.211/M.311","Attack","Гаити","Modern"
"Soko G-4 Super Galeb","Attack","Бирма/Мьянма","Modern"
"Антонов Ан-32","Transport","Аэрофлот","Modern"
"Антонов Ан-72/Ан-74","Transport","Иран","Modern"
"Антонов Ан-124 Руслан","Transport","Air Foyle","Modern"
"Антонов Ан-140","Transport","Иран","Modern"
"Антонов Ан-148","Transport","ГТК Россия","Modern"
"Антонов Ан-225 Мрiя","Transport","Другие","Modern"
"Ильюшин Ил-76/Ил-78","Transport","Алжир","Modern"
"Ильюшин Ил-86/Ил-96","Transport","СССР/Россия","Modern"
"Ильюшин Ил-114","Transport","СЗАТК Выборг","Modern"
"Сухой Superjet 100/SSJ-100/RRJ","Transport","Другие","Modern"
"Туполев Ту-204/Ту-214/Ту-234","Transport","Air Koryo","Modern"
"Туполев Ту-334","Transport","Другие","Modern"
"Яковлев Як-42/Як-142","Transport","CGAC China General Aviation","Modern"
"Airbus A-310","Transport","Германия (Западная/ФРГ)","Modern"
"Airbus A-318/319/320/321","Transport","Франция","Modern"
"Airbus A-330/340","Transport","Франция","Modern"
"Airbus A-350","Transport","Etihad","Modern"
"Airbus A-380/A-3XX","Transport","Qantas","Modern"
"Airbus A-400","Transport","Австралия","Modern"
"ATR ATR-42/72","Transport","Таиланд","Modern"
"BAe BAe.146/Avro RJ Statesman","Transport","Великобритания","Modern"
"Beech Model 99/1900 Airliner/Commuter","Transport","Алжир","Modern"
"Beech Starship","Transport","Другие","Modern"
"Bell V-22 Osprey","Transport","США","Modern"
"Boeing Model 757","Transport","British Airways","Modern"
"Boeing Model 767","Transport","Чили","Modern"
"Boeing Model 777","Transport","VARIG","Modern"
"Boeing Model 787 Dreamliner","Transport","Air India","Modern"
"Boeing YC-14","Transport","США","Modern"
"Bombardier CRJ-100/200/700/900 Regional Jet","Transport","Conviasa","Modern"
"Canadair CL-600/601/604/605 Challenger","Transport","Канада","Modern"
"CASA CN-235","Transport","Габон","Modern"
"CASA C-295","Transport","Бразилия","Modern"
"Cessna Model 441/F.406 Conquest II/Caravan II","Transport","Франция","Modern"
"Cessna Model 500/550 Citation","Transport","Швейцария","Modern"
"Dassault Falcon 50/Guardian 2/50","Transport","Испания","Modern"
"Dassault Falcon 900","Transport","Франция","Modern"
"Dassault Falcon 2000","Transport","TAG Aviation SA","Modern"
"de Havilland Canada DHC-7","Transport","Conviasa","Modern"
"de Havilland Canada DHC-8","Transport","Flight West Airlines","Modern"
"Dornier Do.228","Transport","Германия (Западная/ФРГ)","Modern"
"Dornier Do.328","Transport","Welcome Air","Modern"
"Embraer KC-390","Transport","Бразилия","Modern"
"Embraer EMB-120 Brasilia","Transport","Airnorth","Modern"
"Embraer EMB-121 Xingu","Transport","Франция","Modern"
"Embraer ERJ-135/ERJ-140/EMB-145/ERJ-145 Amazon","Transport","Таиланд","Modern"
"Embraer ERJ-170","Transport","Sabena","Modern"
"Embraer Phenom 100","Transport","Другие","Modern"
"Embraer Phenom 300","Transport","Другие","Modern"
"Embraer E-190/E-195/Lineage 1000","Transport","Conviasa","Modern"
"Fairchild Metro II/III/23/25/Merlin IV/C-26 Metroliner","Transport","Венесуэла","Modern"
"Fokker F.70/F.100","Transport","Austrian Airlines","Modern"
"Golfstream Aerospace Gulfstream II/III/IV","Transport","Алжир","Modern"
"Golfstream Aerospace Gulfstream V/C-37","Transport","США","Modern"
"Golfstream Aerospace Gulfstream G.650","Transport","Другие","Modern"
"Harbin Y-11/Y-12","Transport","Китай (КНР)","Modern"
"Hawker 400/MU-300 Diamond/Beechjet","Transport","Другие","Modern"
"IAI IAI-1125 Astra","Transport","Израиль","Modern"
"Kawasaki C-2/C-X","Transport","Япония","Modern"
"Mc.Donnell Douglas C-17 Globemaster III","Transport","Великобритания","Modern"
"Mc.Donnell Douglas MD-11 Freighter","Transport","VARIG","Modern"
"Mc.Donnell Douglas MD-80/MD-81/MD-82/MD-83/MD-87/MD-88/MD-90","Transport","Austral","Modern"
"Mc.Donnell Douglas MD-95/Boeing 717","Transport","AirTran Airways","Modern"
"Piaggio P.180 Avanti","Transport","Частные","Modern"
"Pilatus PC-12 Sentinel","Transport","Южная Африка","Modern"
"SAAB S-340 Cityliner","Transport","Таиланд","Modern"
"SAAB S-2000 Jetprop","Transport","Eastern Airways","Modern"
"Short 330/360/C-23 Sherpa","Transport","США","Modern"
"SIAI-Marchetti SF.600 Canguro","Transport","Другие","Modern"
"SOCATA TBM-700","Transport","Франция","Modern"
"Ильюшин Ил-103","Other","Другие","Modern"
"Сухой Су-26/Су-29/Су-31","Other","Другие","Modern"
"Яковлев Як-50/Як-52","Other","СССР/Россия","Modern"
"Яковлев Як-55","Other","Частные","Modern"
"Aerospatiale TB-30 Epsilon","Other","Франция","Modern"
"Air Tractor AT-502/AT-802","Other","Хорватия","Modern"
"Beech Model 200/300/350 Super King Air/C-12 Huron","Other","Алжир","Modern"
"Centrair C.201 Marianne","Other","Франция","Modern"
"Cessna Model 208 Caravan","Other","Таиланд","Modern"
"DAR DAR-21 Victor II","Other","Другие","Modern"
"Diamond DA42 Twin Star","Other","Другие","Modern"
"Dyn'Aero CR100/CR120","Other","Франция","Modern"
"Edgley EA-7 Optica","Other","Другие","Modern"
"Embraer EMB-312/T-27 Tucano/EMB-314/A-29 Super Tucano","Other","Аргентина","Modern"
"ENAER T-35 Pillan","Other","Сальвадор","Modern"
"Extra EA-300/330","Other","Частные","Modern"
"FK Light Aircraft Fk.9 Utility","Other","Другие","Modern"
"Guizhou JL-9/FTC-2000","Other","Другие","Modern"
"HAL HJT-36/IJT Sitara","Other","Индия","Modern"
"Hawker Beechcraft HBC Hawker 400/MU-300 Diamond/T-1 Jayhawk","Other","США","Modern"
"Hawker Beechcraft HBC T-6 Texan II","Other","Греция","Modern"
"Let L-13 Blanik","Other","Чили","Modern"
"Mc.Donnell Douglas T-45 Goshawk","Other","США","Modern"
"Mudry CAP.230/2301","Other","Франция","Modern"
"NAC Firecracker","Other","Другие","Modern"
"OWJ Tazarv","Other","Иран","Modern"
"Pacific Aerospace (PAC) CT-4 Airtrainer","Other","Австралия","Modern"
"Pilatus PC-21","Other","Швейцария","Modern"
"PZL M-18 Dromader","Other","Interflug","Modern"
"PZL M-26 Iskierka","Other","Другие","Modern"
"PZL PZL-130 Orlik","Other","Польша","Modern"
"Rolladen-Schneider LS-4","Other","Другие","Modern"
"Rolladen-Schneider LS-8","Other","Другие","Modern"
"Schempp-Hirth Discus 2","Other","Частные","Modern"
"Schleicher ASW-24","Other","Частные","Modern"
"Slingsby Aviation T.67/RF-6/T-3 Firefly","Other","Великобритания","Modern"
"Starr Bumble Bee II","Other","Частные","Modern"
"Sonex Sonex/JSX-1","Other","Другие","Modern"
"Swift S-1","Other","Частные","Modern"
"UTVA UTVA-75","Other","Босния (Босния и Герцеговина)","Modern"
"Wainfan FMX-4 Facetmobile","Other","Частные","Modern"
"Бериев Бе-200","Sea","Китай (КНР)","Modern"
"Harbin SH-5/PS-5","Sea","Китай (КНР)","Modern"
"Антонов Ан-71","Special","Другие","Modern"
"Ильюшин А-50","Special","Ирак","Modern"
"Мясищев М-17 Стратосфера/М-55 Геофизика","Special","Другие","Modern"
"НПО Энергия Буран","Special","Другие","Modern"
"Boeing E-3 Sentry","Special","Великобритания","Modern"
"Boeing Bird of Prey","Special","Другие","Modern"
"Boeing YAL-1 Airborne Laser","Special","США","Modern"
"Embraer EMB-111/P-95 Bandeirulha","Special","Бразилия","Modern"
"Embraer P-99","Special","Бразилия","Modern"
"General Dynamics BGM-109 Tomahawk","Special","США","Modern"
"Grumman X-29","Special","Другие","Modern"
"Kogas AX-7","Special","Другие","Modern"
"Lightship Group Starship","Special","Другие","Modern"
"Lockheed Aurora","Special","США","Modern"
"Lockheed S-3 Viking","Special","США","Modern"
"Lockheed XST Have Blue","Special","США","Modern"
"NASA Ares Mars Glider","Special","Другие","Modern"
"NASA Space Shuttle","Special","Другие","Modern"
"Northrop E-8 Joint STARS","Special","США","Modern"
"Rockwell X-31","Special","Другие","Modern"
"Rutan AD-1","Special","Другие","Modern"
"Rutan Model 76 Voyager","Special","Частные","Modern"
"Ryan RQ-4 Global Hawk","Special","США","Modern"
"SAAB S-100 Argus","Special","Греция","Modern"
"Scaled Compisites Pond Racer","Special","Частные","Modern"
"Scaled Compisites Space Ship One","Special","Другие","Modern"
"Камов Ка-29/Ка-31/Ка-32","Helicopter","Алжир","Modern"
"Камов Ка-50/Ka-52 Черная Акула/Аллигатор","Helicopter","Словакия","Modern"
"Камов Ка-60 Касатка","Helicopter","СССР/Россия","Modern"
"Камов Ка-115","Helicopter","Другие","Modern"
"Камов Ка-226","Helicopter","Другие","Modern"
"КВЗ Актай","Helicopter","Другие","Modern"
"КВЗ Ансат","Helicopter","Другие","Modern"
"Миль Ми-26","Helicopter","Индия","Modern"
"Миль Ми-28","Helicopter","СССР/Россия","Modern"
"Миль Ми-34","Helicopter","Босния (Федерация Боснии и Хорватии)","Modern"
"Миль Ми-38","Helicopter","Другие","Modern"
"Aerospatiale SA(AS).350/355/550/555 Ecureuil/Fennec/Esquilo","Helicopter","Алжир","Modern"
"Aerospatiale SA.365 Dauphin 2/HH-65 Dolphin/AS.565 Panther","Helicopter","Бразилия","Modern"
"Agusta A-109 Hirundo","Helicopter","Аргентина","Modern"
"Agusta A-129 Mangusta","Helicopter","Италия","Modern"
"Agusta AB139/AW139","Helicopter","Тринидад и Тобаго","Modern"
"Atlas CSH-2/AH-2 Rooivalk","Helicopter","Южная Африка","Modern"
"Bell 222","Helicopter","Lufttransport AS","Modern"
"Bell 412 Griffin/Griffon/Grifone","Helicopter","Великобритания","Modern"
"Boeing RAH-66 Comanche","Helicopter","США","Modern"
"CAIC WZ-10","Helicopter","Китай (КНР)","Modern"
"Eurocopter EC-120 Colibri","Helicopter","Maverick Helicopters","Modern"
"Eurocopter EC-135/EC-635","Helicopter","Германия (Западная/ФРГ)","Modern"
"Eurocopter PAH-2/ARH/EC.665 Tiger","Helicopter","Австралия","Modern"
"EHI EH-101/NH.90/AW.250 Merlin","Helicopter","Великобритания","Modern"
"Kaman K-MAX","Helicopter","Другие","Modern"
"Kawasaki OH-X/OH-1 Ninja","Helicopter","Япония","Modern"
"MBB BK.117","Helicopter","Япония","Modern"
"Mc.Donnell Douglas AH-64 Apache","Helicopter","Великобритания","Modern"
"Mc.Donnell Douglas MD.900/MD.902 Explorer/MH-90 Enforcer","Helicopter","Heli UnionAir GmbH","Modern"
"PZL W-3 Sokol/Anakonda","Helicopter","Польша","Modern"
"Robinson R.22 Beta","Helicopter","Частные","Modern"
"Robinson R.44 Astro/Raven","Helicopter","Эстония","Modern"
"Schweizer Model 330/333/434","Helicopter","Другие","Modern"
"Sikorsky S-70/H-60 Black Hawk","Helicopter","Австралия","Modern"
"Sikorsky S-76/H-76 Spirit/Eagle","Helicopter","Великобритания","Modern"
"Камов Ка-137","Drone","Другие","Modern"
"AAI PQ-7 Shadow","Drone","США","Modern"
"Boeing X-45/UCAV","Drone","Другие","Modern"
"Boeing X-51 Waverider","Drone","Другие","Modern"
"GAAS RQ-1/MQ-1 Predator","Drone","США","Modern"
"GAAS MQ-9 Reaper","Drone","Великобритания","Modern"
"Lockheed RQ-170 Sentinel","Drone","Другие","Modern"
"Northrop MQ-8/RQ-8 Fire Scout","Drone","США","Modern"
"Sikorsky Cypher/Cypher II","Drone","США","Modern"
